date,Brand,Batch,FV,Notes,Fermentation Start Date/Time,Test Operation,Test,gravity_test,date,temp_test,date
2019-06-03 10:02:25,White,F16746,B17,,2019-05-29 20:23:00,Gravity Check,GRAVITY,2.69,2019-06-03 10:02:25,68.2,2019-06-03 10:02:25
2019-06-03 10:09:56,White,F16738,B14,,2019-05-29 00:23:00,Gravity Check,GRAVITY,2.68,2019-06-03 10:09:56,68.6,2019-06-03 10:09:56
2019-06-03 11:51:29,White,F16730,B19,spunding trial,2019-05-28 03:57:00,Gravity Check,GRAVITY,2.64,2019-06-03 11:51:29,68.5,2019-06-03 11:51:29
2019-06-04 08:27:42,White,F16764,B18,,2019-06-04 04:06:00,Day 1,GRAVITY,11.19,2019-06-04 08:27:42,65.3,2019-06-04 08:27:42
2019-06-04 08:52:09,White,F16754,B11,,2019-05-30 06:51:00,Gravity Check,GRAVITY,2.63,2019-06-04 08:52:09,67.9,2019-06-04 08:52:09
2019-06-04 09:01:49,White,F16746,B17,,2019-05-29 20:23:00,Gravity Check,GRAVITY,2.57,2019-06-04 09:01:49,68.0,2019-06-04 09:01:49
2019-06-04 09:19:30,White,F16738,B14,,2019-05-29 00:23:00,Gravity Check,GRAVITY,2.59,2019-06-04 09:19:30,68.7,2019-06-04 09:19:30
2019-06-04 09:25:42,White,F16730,B19,spunding trial,2019-05-28 03:57:00,Gravity Check,GRAVITY,2.61,2019-06-04 09:25:42,68.4,2019-06-04 09:25:42
2019-06-05 08:18:33,White,F16772,B13,,2019-06-05 00:35:00,Day 1,GRAVITY,10.97,2019-06-05 08:18:33,65.4,2019-06-05 08:18:33
2019-06-05 08:32:16,White,F16764,B18,,2019-06-04 04:06:00,Day 2,GRAVITY,7.75,2019-06-05 08:32:16,65.5,2019-06-05 08:32:16
2019-06-05 09:01:31,White,F16754,B11,,2019-05-30 06:51:00,Gravity Check,GRAVITY,2.6,2019-06-05 09:01:31,67.9,2019-06-05 09:01:31
2019-06-05 09:19:19,White,F16746,B17,,2019-05-29 20:23:00,Gravity Check,GRAVITY,2.55,2019-06-05 09:19:19,68.2,2019-06-05 09:19:19
2019-06-05 09:26:50,White,F16738,B14,,2019-05-29 00:23:00,Gravity Check,GRAVITY,2.57,2019-06-05 09:26:50,68.7,2019-06-05 09:26:50
2019-06-05 09:40:14,White,F16730,B19,spunding trial,2019-05-28 03:57:00,Cold,GRAVITY,2.57,2019-06-05 09:40:14,60.1,2019-06-05 09:40:14
2019-06-06 14:06:55,White,F16788,B02,,2019-06-06 07:13:00,Day 1,GRAVITY,11.24,2019-06-06 14:06:55,64.5,2019-06-06 14:06:55
2019-06-06 14:22:04,White,F16780,B16,,2019-06-05 20:58:00,Day 1,GRAVITY,9.04,2019-06-06 14:22:04,65.7,2019-06-06 14:22:04
2019-06-06 14:35:33,White,F16772,B13,,2019-06-05 00:35:00,Day 2,GRAVITY,6.43,2019-06-06 14:35:33,65.5,2019-06-06 14:35:33
2019-06-06 14:47:59,White,F16764,B18,,2019-06-04 04:06:00,Gravity Check,GRAVITY,3.26,2019-06-06 14:47:59,68.9,2019-06-06 14:47:59
2019-06-06 17:12:47,White,F16754,B11,,2019-05-30 06:51:00,Gravity Check,GRAVITY,2.58,2019-06-06 17:12:47,67.9,2019-06-06 17:12:47
2019-06-06 17:23:48,White,F16746,B17,,2019-05-29 20:23:00,Gravity Check,GRAVITY,2.57,2019-06-06 17:23:48,68.4,2019-06-06 17:23:48
2019-06-06 17:35:55,White,F16738,B14,,2019-05-29 00:23:00,Cold,GRAVITY,2.61,2019-06-06 17:35:55,60.4,2019-06-06 17:35:55
2019-06-07 07:53:31,White,F16788,B02,,2019-06-06 07:13:00,Day 2,GRAVITY,9.59,2019-06-07 07:53:31,65.3,2019-06-07 07:53:31
2019-06-07 08:13:28,White,F16780,B16,,2019-06-05 20:58:00,Day 2,GRAVITY,6.16,2019-06-07 08:13:28,65.7,2019-06-07 08:13:28
2019-06-07 08:20:52,White,F16772,B13,,2019-06-05 00:35:00,Gravity Check,GRAVITY,3.9,2019-06-07 08:20:52,68.5,2019-06-07 08:20:52
2019-06-07 08:30:11,White,F16764,B18,,2019-06-04 04:06:00,Gravity Check,GRAVITY,2.67,2019-06-07 08:30:11,68.7,2019-06-07 08:30:11
2019-06-07 09:08:42,White,F16754,B11,,2019-05-30 06:51:00,Cold,GRAVITY,2.64,2019-06-07 09:08:42,58.8,2019-06-07 09:08:42
2019-06-07 09:16:30,White,F16746,B17,,2019-05-29 20:23:00,Cold,GRAVITY,2.59,2019-06-07 09:16:30,59.9,2019-06-07 09:16:30
2019-06-08 07:05:09,White,F16788,B02,,2019-06-06 07:13:00,Gravity Check,GRAVITY,5.74,2019-06-08 07:05:09,65.4,2019-06-08 07:05:09
2019-06-08 07:10:51,White,F16780,B16,,2019-06-05 20:58:00,Gravity Check,GRAVITY,3.04,2019-06-08 07:10:51,68.7,2019-06-08 07:10:51
2019-06-08 07:12:30,White,F16772,B13,,2019-06-05 00:35:00,Gravity Check,GRAVITY,2.66,2019-06-08 07:12:30,68.5,2019-06-08 07:12:30
2019-06-08 07:14:34,White,F16764,B18,,2019-06-04 04:06:00,Gravity Check,GRAVITY,2.66,2019-06-08 07:14:34,68.3,2019-06-08 07:14:34
2019-06-09 16:29:46,White,F16788,B02,,2019-06-06 07:13:00,Gravity Check,GRAVITY,2.76,2019-06-09 16:29:46,68.2,2019-06-09 16:29:46
2019-06-09 16:30:16,White,F16772,B13,,2019-06-05 00:35:00,Gravity Check,GRAVITY,2.63,2019-06-09 16:30:16,68.4,2019-06-09 16:30:16
2019-06-09 16:30:43,White,F16780,B16,,2019-06-05 20:58:00,Gravity Check,GRAVITY,2.57,2019-06-09 16:30:43,68.6,2019-06-09 16:30:43
2019-06-09 16:31:41,White,F16764,B18,,2019-06-04 04:06:00,Gravity Check,GRAVITY,2.55,2019-06-09 16:31:41,68.0,2019-06-09 16:31:41
2019-06-10 13:25:38,White,F16788,B02,,2019-06-06 07:13:00,Gravity Check,GRAVITY,2.67,2019-06-10 13:25:38,68.5,2019-06-10 13:25:38
2019-06-10 13:30:26,White,F16780,B16,,2019-06-05 20:58:00,Gravity Check,GRAVITY,2.53,2019-06-10 13:30:26,68.7,2019-06-10 13:30:26
2019-06-10 13:38:36,White,F16772,B13,,2019-06-05 00:35:00,Gravity Check,GRAVITY,2.57,2019-06-10 13:38:36,68.5,2019-06-10 13:38:36
2019-06-10 13:43:15,White,F16764,B18,,2019-06-04 04:06:00,Gravity Check,GRAVITY,2.57,2019-06-10 13:43:15,68.7,2019-06-10 13:43:15
2019-06-11 08:19:50,White,F16796,B20,,2019-06-11 04:05:00,Day 1,GRAVITY,11.23,2019-06-11 08:19:50,65.1,2019-06-11 08:19:50
2019-06-11 08:33:26,White,F16788,B02,,2019-06-06 07:13:00,Gravity Check,GRAVITY,2.65,2019-06-11 08:33:26,68.5,2019-06-11 08:33:26
2019-06-11 08:47:04,White,F16780,B16,,2019-06-05 20:58:00,Gravity Check,GRAVITY,2.53,2019-06-11 08:47:04,68.5,2019-06-11 08:47:04
2019-06-11 08:53:27,White,F16772,B13,,2019-06-05 00:35:00,Gravity Check,GRAVITY,2.55,2019-06-11 08:53:27,68.4,2019-06-11 08:53:27
2019-06-11 09:10:17,White,F16764,B18,,2019-06-04 04:06:00,Gravity Check,GRAVITY,2.57,2019-06-11 09:10:17,68.5,2019-06-11 09:10:17
2019-06-12 08:27:32,White,F16808,B05,,2019-06-12 00:18:00,Day 1,GRAVITY,11.25,2019-06-12 08:27:32,65.1,2019-06-12 08:27:32
2019-06-12 08:41:16,White,F16804,B04,,2019-06-11 14:37:00,Day 1,GRAVITY,10.95,2019-06-12 08:41:16,65.5,2019-06-12 08:41:16
2019-06-12 08:55:35,White,F16796,B20,,2019-06-11 04:05:00,Day 2,GRAVITY,8.27,2019-06-12 08:55:35,65.5,2019-06-12 08:55:35
2019-06-12 09:13:16,White,F16788,B02,,2019-06-06 07:13:00,Gravity Check,GRAVITY,2.6,2019-06-12 09:13:16,68.5,2019-06-12 09:13:16
2019-06-12 09:30:20,White,F16780,B16,,2019-06-05 20:58:00,Gravity Check,GRAVITY,2.54,2019-06-12 09:30:20,68.6,2019-06-12 09:30:20
2019-06-12 09:37:08,White,F16772,B13,,2019-06-05 00:35:00,Gravity Check,GRAVITY,2.56,2019-06-12 09:37:08,68.4,2019-06-12 09:37:08
2019-06-12 09:51:51,White,F16764,B18,,2019-06-04 04:06:00,Cold,GRAVITY,2.61,2019-06-12 09:51:51,60.4,2019-06-12 09:51:51
2019-06-13 13:49:33,White,F16812,B08,,2019-06-12 11:12:00,Day 1,GRAVITY,9.2,2019-06-13 13:49:33,65.4,2019-06-13 13:49:33
2019-06-13 14:00:36,White,F16808,B05,,2019-06-12 00:18:00,Day 2,GRAVITY,6.97,2019-06-13 14:00:36,65.6,2019-06-13 14:00:36
2019-06-13 14:13:08,White,F16804,B04,,2019-06-11 14:37:00,Day 2,GRAVITY,6.73,2019-06-13 14:13:08,65.8,2019-06-13 14:13:08
2019-06-13 14:24:49,White,F16796,B20,,2019-06-11 04:05:00,Gravity Check,GRAVITY,4.53,2019-06-13 14:24:49,65.8,2019-06-13 14:24:49
2019-06-13 14:37:23,White,F16788,B02,,2019-06-06 07:13:00,Gravity Check,GRAVITY,2.58,2019-06-13 14:37:23,68.7,2019-06-13 14:37:23
2019-06-13 14:49:53,White,F16780,B16,,2019-06-05 20:58:00,Gravity Check,GRAVITY,2.52,2019-06-13 14:49:53,68.6,2019-06-13 14:49:53
2019-06-13 16:55:49,White,F16772,B13,,2019-06-05 00:35:00,Cold,GRAVITY,2.63,2019-06-13 16:55:49,60.1,2019-06-13 16:55:49
2019-06-14 11:33:11,White,F16812,B08,,2019-06-12 11:12:00,Day 2,GRAVITY,5.54,2019-06-14 11:33:11,65.4,2019-06-14 11:33:11
2019-06-14 11:36:38,White,F16808,B05,,2019-06-12 00:18:00,Gravity Check,GRAVITY,3.19,2019-06-14 11:36:38,68.5,2019-06-14 11:36:38
2019-06-14 11:42:03,White,F16804,B04,,2019-06-11 14:37:00,Gravity Check,GRAVITY,3.49,2019-06-14 11:42:03,68.9,2019-06-14 11:42:03
2019-06-14 11:49:36,White,F16796,B20,,2019-06-11 04:05:00,Gravity Check,GRAVITY,2.71,2019-06-14 11:49:36,68.9,2019-06-14 11:49:36
2019-06-14 12:09:11,White,F16788,B02,,2019-06-06 07:13:00,Cold,GRAVITY,2.61,2019-06-14 12:09:11,58.1,2019-06-14 12:09:11
2019-06-14 12:15:21,White,F16780,B16,,2019-06-05 20:58:00,Cold,GRAVITY,2.57,2019-06-14 12:15:21,60.1,2019-06-14 12:15:21
2019-06-15 16:58:49,White,F16812,B08,,2019-06-12 11:12:00,Gravity Check,GRAVITY,2.54,2019-06-15 16:58:49,68.5,2019-06-15 16:58:49
2019-06-15 17:05:07,White,F16808,B05,,2019-06-12 00:18:00,Gravity Check,GRAVITY,2.33,2019-06-15 17:05:07,68.2,2019-06-15 17:05:07
2019-06-15 17:07:06,White,F16804,B04,,2019-06-11 14:37:00,Gravity Check,GRAVITY,2.37,2019-06-15 17:07:06,67.6,2019-06-15 17:07:06
2019-06-15 17:10:43,White,F16796,B20,,2019-06-11 04:05:00,Gravity Check,GRAVITY,2.4,2019-06-15 17:10:43,68.7,2019-06-15 17:10:43
2019-06-16 12:05:39,White,F16804,B04,,2019-06-11 14:37:00,Gravity Check,GRAVITY,2.38,2019-06-16 12:05:39,67.4,2019-06-16 12:05:39
2019-06-16 12:06:01,White,F16808,B05,,2019-06-12 00:18:00,Gravity Check,GRAVITY,2.35,2019-06-16 12:06:01,68.1,2019-06-16 12:06:01
2019-06-16 12:07:19,White,F16812,B08,,2019-06-12 11:12:00,Gravity Check,GRAVITY,2.45,2019-06-16 12:07:19,68.4,2019-06-16 12:07:19
2019-06-16 12:07:47,White,F16796,B20,,2019-06-11 04:05:00,Gravity Check,GRAVITY,2.35,2019-06-16 12:07:47,68.8,2019-06-16 12:07:47
2019-06-17 13:44:30,White,F16812,B08,,2019-06-12 11:12:00,Gravity Check,GRAVITY,2.54,2019-06-17 13:44:30,67.5,2019-06-17 13:44:30
2019-06-17 13:51:56,White,F16808,B05,,2019-06-12 00:18:00,Gravity Check,GRAVITY,2.38,2019-06-17 13:51:56,68.2,2019-06-17 13:51:56
2019-06-17 14:05:57,White,F16804,B04,,2019-06-11 14:37:00,Gravity Check,GRAVITY,2.46,2019-06-17 14:05:57,67.7,2019-06-17 14:05:57
2019-06-17 14:18:33,White,F16796,B20,,2019-06-11 04:05:00,Gravity Check,GRAVITY,2.42,2019-06-17 14:18:33,68.2,2019-06-17 14:18:33
2019-06-18 13:05:49,White,F16832,B15,,2019-06-18 04:14:00,Day 1,GRAVITY,11.02,2019-06-18 13:05:49,65.1,2019-06-18 13:05:49
2019-06-18 15:41:19,White,F16812,B08,,2019-06-12 11:12:00,Gravity Check,GRAVITY,2.32,2019-06-18 15:41:19,68.2,2019-06-18 15:41:19
2019-06-18 15:46:09,White,F16808,B05,,2019-06-12 00:18:00,Gravity Check,GRAVITY,2.3,2019-06-18 15:46:09,68.5,2019-06-18 15:46:09
2019-06-18 16:43:26,White,F16804,B04,,2019-06-11 14:37:00,Gravity Check,GRAVITY,2.37,2019-06-18 16:43:26,67.7,2019-06-18 16:43:26
2019-06-18 17:06:39,White,F16796,B20,,2019-06-11 04:05:00,Gravity Check,GRAVITY,2.34,2019-06-18 17:06:39,68.4,2019-06-18 17:06:39
2019-06-19 09:37:57,White,F16844,B06,,2019-06-19 00:04:00,Day 1,GRAVITY,11.09,2019-06-19 09:37:57,65.1,2019-06-19 09:37:57
2019-06-19 09:48:17,White,F16840,B09,,2019-06-18 14:10:00,Day 1,GRAVITY,9.81,2019-06-19 09:48:17,65.5,2019-06-19 09:48:17
2019-06-19 10:37:32,White,F16832,B15,,2019-06-18 04:14:00,Day 2,GRAVITY,8.17,2019-06-19 10:37:32,65.5,2019-06-19 10:37:32
2019-06-19 13:17:16,White,F16812,B08,,2019-06-12 11:12:00,Gravity Check,GRAVITY,2.34,2019-06-19 13:17:16,68.2,2019-06-19 13:17:16
2019-06-19 13:29:30,White,F16808,B05,,2019-06-12 00:18:00,Gravity Check,GRAVITY,2.31,2019-06-19 13:29:30,68.5,2019-06-19 13:29:30
2019-06-19 13:41:50,White,F16804,B04,,2019-06-11 14:37:00,Cold,GRAVITY,2.42,2019-06-19 13:41:50,60.2,2019-06-19 13:41:50
2019-06-19 14:04:12,White,F16796,B20,,2019-06-11 04:05:00,Cold,GRAVITY,2.36,2019-06-19 14:04:12,60.2,2019-06-19 14:04:12
2019-06-20 08:39:02,White,F16848,B17,,2019-06-19 20:40:00,Day 1,GRAVITY,10.03,2019-06-20 08:39:02,65.7,2019-06-20 08:39:02
2019-06-20 08:52:00,White,F16844,B06,,2019-06-19 00:04:00,Day 2,GRAVITY,7.65,2019-06-20 08:52:00,65.2,2019-06-20 08:52:00
2019-06-20 09:07:25,White,F16840,B09,,2019-06-18 14:10:00,Day 2,GRAVITY,5.8,2019-06-20 09:07:25,65.7,2019-06-20 09:07:25
2019-06-20 09:16:30,White,F16832,B15,,2019-06-18 04:14:00,Gravity Check,GRAVITY,5.14,2019-06-20 09:16:30,65.5,2019-06-20 09:16:30
2019-06-20 10:40:31,White,F16812,B08,,2019-06-12 11:12:00,Cold,GRAVITY,2.35,2019-06-20 10:40:31,59.9,2019-06-20 10:40:31
2019-06-20 10:46:06,White,F16808,B05,,2019-06-12 00:18:00,Cold,GRAVITY,2.39,2019-06-20 10:46:06,59.0,2019-06-20 10:46:06
2019-06-21 11:33:35,White,F16848,B17,,2019-06-19 20:40:00,Day 2,GRAVITY,6.19,2019-06-21 11:33:35,65.5,2019-06-21 11:33:35
2019-06-21 11:38:56,White,F16844,B06,,2019-06-19 00:04:00,Gravity Check,GRAVITY,3.16,2019-06-21 11:38:56,68.3,2019-06-21 11:38:56
2019-06-21 11:43:06,White,F16840,B09,,2019-06-18 14:10:00,Gravity Check,GRAVITY,2.71,2019-06-21 11:43:06,68.3,2019-06-21 11:43:06
2019-06-21 11:50:14,White,F16832,B15,,2019-06-18 04:14:00,Gravity Check,GRAVITY,2.83,2019-06-21 11:50:14,68.7,2019-06-21 11:50:14
2019-06-22 13:24:53,White,F16848,B17,,2019-06-19 20:40:00,Gravity Check,GRAVITY,2.95,2019-06-22 13:24:53,68.4,2019-06-22 13:24:53
2019-06-22 13:26:10,White,F16832,B15,,2019-06-18 04:14:00,Gravity Check,GRAVITY,2.57,2019-06-22 13:26:10,68.2,2019-06-22 13:26:10
2019-06-22 13:29:28,White,F16844,B06,,2019-06-19 00:04:00,Gravity Check,GRAVITY,2.48,2019-06-22 13:29:28,68.5,2019-06-22 13:29:28
2019-06-22 13:30:36,White,F16840,B09,,2019-06-18 14:10:00,Gravity Check,GRAVITY,2.5,2019-06-22 13:30:36,68.9,2019-06-22 13:30:36
2019-06-23 13:51:09,White,F16844,B06,,2019-06-19 00:04:00,Gravity Check,GRAVITY,2.56,2019-06-23 13:51:09,68.8,2019-06-23 13:51:09
2019-06-23 13:52:45,White,F16840,B09,,2019-06-18 14:10:00,Gravity Check,GRAVITY,2.46,2019-06-23 13:52:45,68.0,2019-06-23 13:52:45
2019-06-23 13:53:13,White,F16832,B15,,2019-06-18 04:14:00,Gravity Check,GRAVITY,2.48,2019-06-23 13:53:13,68.4,2019-06-23 13:53:13
2019-06-23 13:53:39,White,F16848,B17,,2019-06-19 20:40:00,Gravity Check,GRAVITY,2.52,2019-06-23 13:53:39,68.2,2019-06-23 13:53:39
2019-06-24 13:25:38,White,F16848,B17,,2019-06-19 20:40:00,Gravity Check,GRAVITY,2.49,2019-06-24 13:25:38,68.4,2019-06-24 13:25:38
2019-06-24 13:30:20,White,F16844,B06,,2019-06-19 00:04:00,Gravity Check,GRAVITY,2.47,2019-06-24 13:30:20,68.1,2019-06-24 13:30:20
2019-06-24 13:34:53,White,F16840,B09,,2019-06-18 14:10:00,Gravity Check,GRAVITY,2.44,2019-06-24 13:34:53,68.3,2019-06-24 13:34:53
2019-06-24 13:42:11,White,F16832,B15,,2019-06-18 04:14:00,Gravity Check,GRAVITY,2.48,2019-06-24 13:42:11,68.3,2019-06-24 13:42:11
2019-06-25 13:13:32,White,F16864,B19,,2019-06-25 04:40:00,Day 1,GRAVITY,10.44,2019-06-25 13:13:32,65.2,2019-06-25 13:13:32
2019-06-25 13:42:51,White,F16848,B17,,2019-06-19 20:40:00,Gravity Check,GRAVITY,2.45,2019-06-25 13:42:51,68.4,2019-06-25 13:42:51
2019-06-25 13:46:24,White,F16844,B06,,2019-06-19 00:04:00,Gravity Check,GRAVITY,2.46,2019-06-25 13:46:24,68.3,2019-06-25 13:46:24
2019-06-25 13:50:29,White,F16840,B09,,2019-06-18 14:10:00,Gravity Check,GRAVITY,2.44,2019-06-25 13:50:29,68.4,2019-06-25 13:50:29
2019-06-25 14:03:18,White,F16832,B15,,2019-06-18 04:14:00,Gravity Check,GRAVITY,2.5,2019-06-25 14:03:18,68.4,2019-06-25 14:03:18
2019-06-25 16:41:27,White,F16876,B03,starter,2019-06-26 00:41:00,Yeast Pitch,GRAVITY,6.9,2019-06-25 16:41:27,,
2019-06-26 05:22:27,White,F16876,B03,starter,2019-06-26 00:41:00,Day 1,GRAVITY,11.22,2019-06-26 05:22:27,64.1,2019-06-26 05:22:27
2019-06-26 05:33:56,White,F16872,B10,,2019-06-25 15:08:00,Day 1,GRAVITY,11.01,2019-06-26 05:33:56,65.8,2019-06-26 05:33:56
2019-06-26 05:47:37,White,F16864,B19,,2019-06-25 04:40:00,Day 2,GRAVITY,8.3,2019-06-26 05:47:37,65.7,2019-06-26 05:47:37
2019-06-26 06:08:53,White,F16848,B17,,2019-06-19 20:40:00,Gravity Check,GRAVITY,2.43,2019-06-26 06:08:53,68.4,2019-06-26 06:08:53
2019-06-26 06:12:38,White,F16844,B06,,2019-06-19 00:04:00,Gravity Check,GRAVITY,2.48,2019-06-26 06:12:38,68.2,2019-06-26 06:12:38
2019-06-26 06:27:39,White,F16832,B15,,2019-06-18 04:14:00,Cold,GRAVITY,2.48,2019-06-26 06:27:39,59.9,2019-06-26 06:27:39
2019-06-26 14:01:04,White,F16840,B09,,2019-06-18 14:10:00,Cold,GRAVITY,2.48,2019-06-26 14:01:04,59.3,2019-06-26 14:01:04
2019-06-27 11:41:12,White,F16880,B14,reduced boil trial,2019-06-26 20:20:00,Day 1,GRAVITY,10.02,2019-06-27 11:41:12,65.4,2019-06-27 11:41:12
2019-06-27 11:49:14,White,F16876,B03,starter,2019-06-26 00:41:00,Day 2,GRAVITY,8.65,2019-06-27 11:49:14,65.1,2019-06-27 11:49:14
2019-06-27 12:01:32,White,F16872,B10,,2019-06-25 15:08:00,Day 2,GRAVITY,6.88,2019-06-27 12:01:32,65.7,2019-06-27 12:01:32
2019-06-27 12:14:33,White,F16864,B19,,2019-06-25 04:40:00,Gravity Check,GRAVITY,4.41,2019-06-27 12:14:33,65.6,2019-06-27 12:14:33
2019-06-27 13:19:37,White,F16848,B17,,2019-06-19 20:40:00,Gravity Check,GRAVITY,2.42,2019-06-27 13:19:37,68.4,2019-06-27 13:19:37
2019-06-27 13:24:41,White,F16844,B06,,2019-06-19 00:04:00,Cold,GRAVITY,2.47,2019-06-27 13:24:41,59.9,2019-06-27 13:24:41
2019-06-28 10:19:18,White,F16896,B11,,2019-06-28 01:58:00,Day 1,GRAVITY,11.14,2019-06-28 10:19:18,65.6,2019-06-28 10:19:18
2019-06-28 10:33:56,White,F16888,B18,reduced boil trial,2019-06-27 15:36:00,Day 1,GRAVITY,9.42,2019-06-28 10:33:56,65.5,2019-06-28 10:33:56
2019-06-28 10:43:50,White,F16880,B14,reduced boil trial,2019-06-26 20:20:00,Day 2,GRAVITY,7.02,2019-06-28 10:43:50,65.7,2019-06-28 10:43:50
2019-06-28 10:48:00,White,F16876,B03,starter,2019-06-26 00:41:00,Gravity Check,GRAVITY,5.98,2019-06-28 10:48:00,65.3,2019-06-28 10:48:00
2019-06-28 10:53:04,White,F16872,B10,,2019-06-25 15:08:00,Gravity Check,GRAVITY,3.42,2019-06-28 10:53:04,68.5,2019-06-28 10:53:04
2019-06-28 10:59:56,White,F16864,B19,,2019-06-25 04:40:00,Gravity Check,GRAVITY,2.64,2019-06-28 10:59:56,68.6,2019-06-28 10:59:56
2019-06-28 11:20:15,White,F16848,B17,,2019-06-19 20:40:00,Cold,GRAVITY,2.46,2019-06-28 11:20:15,60.3,2019-06-28 11:20:15
2019-06-29 17:25:40,White,F16896,B11,,2019-06-28 01:58:00,Day 2,GRAVITY,6.64,2019-06-29 17:25:40,65.8,2019-06-29 17:25:40
2019-06-29 17:28:16,White,F16872,B10,,2019-06-25 15:08:00,Gravity Check,GRAVITY,2.5,2019-06-29 17:28:16,68.4,2019-06-29 17:28:16
2019-06-29 17:34:06,White,F16888,B18,reduced boil trial,2019-06-27 15:36:00,Day 2,GRAVITY,4.76,2019-06-29 17:34:06,65.8,2019-06-29 17:34:06
2019-06-29 17:35:49,White,F16880,B14,reduced boil trial,2019-06-26 20:20:00,Gravity Check,GRAVITY,3.17,2019-06-29 17:35:49,68.7,2019-06-29 17:35:49
2019-06-29 17:37:24,White,F16864,B19,,2019-06-25 04:40:00,Gravity Check,GRAVITY,2.37,2019-06-29 17:37:24,68.4,2019-06-29 17:37:24
2019-06-29 17:44:58,White,F16876,B03,starter,2019-06-26 00:41:00,Gravity Check,GRAVITY,3.0,2019-06-29 17:44:58,68.3,2019-06-29 17:44:58
2019-06-30 16:59:49,White,F16876,B03,starter,2019-06-26 00:41:00,Gravity Check,GRAVITY,2.53,2019-06-30 16:59:49,68.1,2019-06-30 16:59:49
2019-06-30 17:01:23,White,F16872,B10,,2019-06-25 15:08:00,Gravity Check,GRAVITY,2.53,2019-06-30 17:01:23,67.7,2019-06-30 17:01:23
2019-06-30 17:01:56,White,F16896,B11,,2019-06-28 01:58:00,Gravity Check,GRAVITY,3.06,2019-06-30 17:01:56,68.2,2019-06-30 17:01:56
2019-06-30 17:02:19,White,F16880,B14,reduced boil trial,2019-06-26 20:20:00,Gravity Check,GRAVITY,2.45,2019-06-30 17:02:19,68.4,2019-06-30 17:02:19
2019-06-30 17:03:05,White,F16888,B18,reduced boil trial,2019-06-27 15:36:00,Gravity Check,GRAVITY,2.9,2019-06-30 17:03:05,65.9,2019-06-30 17:03:05
2019-06-30 17:03:51,White,F16864,B19,,2019-06-25 04:40:00,Gravity Check,GRAVITY,2.47,2019-06-30 17:03:51,68.2,2019-06-30 17:03:51
2019-07-01 16:38:24,White,F16876,B03,starter,2019-06-26 00:41:00,Gravity Check,GRAVITY,2.44,2019-07-01 16:38:24,68.2,2019-07-01 16:38:24
2019-07-01 16:40:08,White,F16872,B10,,2019-06-25 15:08:00,Gravity Check,GRAVITY,2.49,2019-07-01 16:40:08,67.5,2019-07-01 16:40:08
2019-07-01 16:40:36,White,F16896,B11,,2019-06-28 01:58:00,Gravity Check,GRAVITY,2.5,2019-07-01 16:40:36,68.3,2019-07-01 16:40:36
2019-07-01 16:41:03,White,F16880,B14,reduced boil trial,2019-06-26 20:20:00,Gravity Check,GRAVITY,2.42,2019-07-01 16:41:03,68.4,2019-07-01 16:41:03
2019-07-01 16:41:40,White,F16888,B18,reduced boil trial,2019-06-27 15:36:00,Gravity Check,GRAVITY,2.46,2019-07-01 16:41:40,66.7,2019-07-01 16:41:40
2019-07-01 16:42:13,White,F16864,B19,,2019-06-25 04:40:00,Gravity Check,GRAVITY,2.33,2019-07-01 16:42:13,68.5,2019-07-01 16:42:13
2019-07-02 10:31:11,White,F16901,B13,,2019-07-02 04:06:00,Day 1,GRAVITY,11.02,2019-07-02 10:31:11,65.8,2019-07-02 10:31:11
2019-07-02 10:44:16,White,F16896,B11,,2019-06-28 01:58:00,Gravity Check,GRAVITY,2.48,2019-07-02 10:44:16,68.9,2019-07-02 10:44:16
2019-07-02 11:01:43,White,F16888,B18,reduced boil trial,2019-06-27 15:36:00,Gravity Check,GRAVITY,2.47,2019-07-02 11:01:43,66.9,2019-07-02 11:01:43
2019-07-02 11:07:13,White,F16880,B14,reduced boil trial,2019-06-26 20:20:00,Gravity Check,GRAVITY,2.41,2019-07-02 11:07:13,68.7,2019-07-02 11:07:13
2019-07-02 11:17:34,White,F16876,B03,starter,2019-06-26 00:41:00,Gravity Check,GRAVITY,2.4,2019-07-02 11:17:34,68.3,2019-07-02 11:17:34
2019-07-02 11:27:38,White,F16872,B10,,2019-06-25 15:08:00,Gravity Check,GRAVITY,2.42,2019-07-02 11:27:38,68.1,2019-07-02 11:27:38
2019-07-02 11:33:51,White,F16864,B19,,2019-06-25 04:40:00,Gravity Check,GRAVITY,2.36,2019-07-02 11:33:51,68.7,2019-07-02 11:33:51
2019-07-03 12:45:20,White,F16909,B16,,2019-07-03 00:14:00,Day 1,GRAVITY,10.26,2019-07-03 12:45:20,65.7,2019-07-03 12:45:20
2019-07-03 12:54:34,White,F16901,B13,,2019-07-02 04:06:00,Day 2,GRAVITY,7.45,2019-07-03 12:54:34,65.5,2019-07-03 12:54:34
2019-07-03 13:03:03,White,F16896,B11,,2019-06-28 01:58:00,Gravity Check,GRAVITY,2.46,2019-07-03 13:03:03,68.3,2019-07-03 13:03:03
2019-07-03 13:08:09,White,F16888,B18,reduced boil trial,2019-06-27 15:36:00,Gravity Check,GRAVITY,2.43,2019-07-03 13:08:09,67.3,2019-07-03 13:08:09
2019-07-03 13:13:40,White,F16880,B14,reduced boil trial,2019-06-26 20:20:00,Gravity Check,GRAVITY,2.37,2019-07-03 13:13:40,68.2,2019-07-03 13:13:40
